
Organizers 	 O
Your 	 ENT
Eyes 	 ENT
Only 	 ENT
. 	 O

Former 	 O
Darfur 	 O
rebels 	 O
said 	 O
Friday 	 O
they 	 O
rescued 	 O
a 	 O
kidnapped 	 O
Chinese 	 O
worker 	 O
in 	 O
Sudan 	 COU
's 	 O
Darfur 	 COU
region 	 COU
. 	 O
Reuters 	 ORG
news 	 ORG
agency 	 ORG
reports 	 O
the 	 O
engineer 	 O
was 	 O
in 	 O
good 	 O
health 	 O
. 	 O
A 	 O
Sudanese 	 ORG
army 	 ORG
spokesman 	 O
said 	 O
Wednesday 	 O
he 	 O
had 	 O
information 	 O
the 	 PER
engineer 	 O
had 	 O
been 	 O
taken 	 O
hostage 	 O
in 	 O
neighboring 	 O
Chad 	 COU
. 	 O
Last 	 O
month 	 O
three 	 O
Russian 	 O
pilots 	 O
were 	 O
kidnapped 	 O
in 	 O
Sudan 	 COU
's 	 O
Darfur 	 COU
region 	 COU
at 	 O
gunpoint 	 O
and 	 O
held 	 O
for 	 O
two 	 O
days 	 O
. 	 O
They 	 O
were 	 O
released 	 O
one 	 O
day 	 O
after 	 O
an 	 O
American 	 O
aid 	 O
worker 	 O
was 	 O
freed 	 O
in 	 O
Darfur 	 COU
after 	 O
being 	 O
held 	 O
captive 	 O
for 	 O
more 	 O
than 	 O
100 	 O
days 	 O
. 	 O

At 	 O
17 	 O
, 	 O
DeAndre 	 PER
Way 	 PER
became 	 O
known 	 O
around 	 O
the 	 O
world 	 O
as 	 O
Soulja 	 PER
Boy 	 PER
on 	 O
the 	 O
success 	 O
of 	 O
his 	 O
number 	 O
one 	 O
hit 	 O
, 	 O
" 	 O
Crank 	 ENT
That 	 ENT
. 	 O
" 	 O
The 	 O
song 	 O
was 	 O
also 	 O
number 	 O
one 	 O
for 	 O
seven 	 O
weeks 	 O
on 	 O
the 	 O
iTunes 	 ENT
digital 	 O
download 	 O
site 	 O
in 	 O
September 	 O
2007 	 O
. 	 O
Despite 	 O
the 	 O
criticism 	 O
from 	 O
other 	 O
rap 	 O
stars 	 O
like 	 O
50 	 PER
Cent 	 PER
and 	 O
Jay-Z 	 PER
, 	 O
Soulja 	 PER
Boy 	 PER
says 	 O
the 	 O
numbers 	 O
speak 	 O
for 	 O
themselves 	 O
. 	 O
Larry 	 PER
London 	 PER
caught 	 O
up 	 O
with 	 O
Soulja 	 PER
Boy 	 PER
on 	 O
tour 	 O
in 	 O
Washington 	 CIT
. 	 O

Every 	 O
two 	 O
years 	 O
, 	 O
the 	 O
Whitney 	 ORG
Museum 	 ORG
of 	 ORG
American 	 ORG
Art 	 ORG
in 	 O
New 	 CIT
York 	 CIT
City 	 CIT
mounts 	 O
an 	 O
exhibition 	 O
of 	 O
new 	 O
art 	 O
made 	 O
in 	 O
the 	 O
U.S. 	 COU
The 	 O
show 	 O
aims 	 O
to 	 O
survey 	 O
contemporary 	 O
art 	 O
's 	 O
newest 	 O
trends 	 O
and 	 O
methods 	 O
. 	 O
Not 	 O
surprisingly 	 O
, 	 O
given 	 O
its 	 O
influence 	 O
on 	 O
young 	 O
artists 	 O
and 	 O
art 	 O
markets 	 O
, 	 O
the 	 O
result 	 O
is 	 O
often 	 O
controversial 	 O
. 	 O
Some 	 O
have 	 O
taken 	 O
to 	 O
calling 	 O
it 	 O
the 	 O
show 	 O
that 	 O
people 	 O
love 	 O
to 	 O
hate 	 O
. 	 O
The 	 O
Whitney 	 ORG
's 	 O
2008 	 O
Biennial 	 O
, 	 O
its 	 O
74th 	 O
, 	 O
continues 	 O
that 	 O
tradition 	 O
. 	 O
VOA 	 ORG
's 	 O
Carolyn 	 PER
Weaver 	 PER
reports 	 O
. 	 O

Someone 	 O
in 	 O
the 	 O
world 	 O
dies 	 O
in 	 O
a 	 O
traffic 	 O
accident 	 O
, 	 O
on 	 O
average 	 O
, 	 O
every 	 O
30 	 O
seconds 	 O
. 	 O
That 	 O
is 	 O
the 	 O
conclusion 	 O
of 	 O
the 	 O
international 	 O
group 	 O
Make 	 ORG
Roads 	 ORG
Safe 	 ORG
, 	 O
a 	 O
worldwide 	 O
effort 	 O
to 	 O
make 	 O
road 	 O
safety 	 O
a 	 O
global 	 O
priority 	 O
. 	 O
On 	 O
31 	 O
March 	 O
2008, 	 O
the 	 O
United 	 ORG
Nations 	 ORG
plans 	 O
to 	 O
take 	 O
up 	 O
the 	 O
issue 	 O
of 	 O
global 	 O
road 	 O
safety 	 O
amid 	 O
calls 	 O
for 	 O
a 	 O
U.N. 	 ORG
conference 	 O
to 	 O
tackle 	 O
the 	 O
rising 	 O
toll 	 O
of 	 O
road 	 O
deaths 	 O
and 	 O
injuries 	 O
. 	 O
VOA 	 ORG
's 	 O
Tetiana 	 PER
Koprowicz 	 PER
has 	 O
more 	 O
on 	 O
efforts 	 O
to 	 O
improve 	 O
road 	 O
safety 	 O
in 	 O
the 	 O
U.S. 	 COU

Crude 	 O
oil 	 O
prices 	 O
fell 	 O
Wednesday 	 O
after 	 O
a 	 O
U.S. 	 ORG
government 	 ORG
report 	 O
showed 	 O
an 	 O
increase 	 O
in 	 O
inventories 	 O
, 	 O
reflecting 	 O
decreased 	 O
demand 	 O
. 	 O
The 	 O
price 	 O
of 	 O
a 	 O
barrel 	 O
of 	 O
oil 	 O
for 	 O
future 	 O
delivery 	 O
fell 	 O
35 	 O
cents 	 O
[ 	 O
about 	 O
one 	 O
percent 	 O
] 	 O
to 	 O
$ 	 O
38.68 	 O
a 	 O
barrel 	 O
during 	 O
trading 	 O
in 	 O
New 	 CIT
York 	 CIT
. 	 O
The 	 O
fall 	 O
in 	 O
prices 	 O
followed 	 O
a 	 O
U.S. 	 ORG
Energy 	 ORG
Department 	 ORG
report 	 O
showing 	 O
crude 	 O
oil 	 O
supplies 	 O
in 	 O
the 	 COU
U.S. 	 COU
rose 	 O
last 	 O
week 	 O
by 	 O
549,000 	 O
barrels 	 O
, 	 O
or 	 O
about 	 O
two-tenths 	 O
of 	 O
one 	 O
percent 	 O
. 	 O

Indonesian 	 COU
health 	 O
officials 	 O
say 	 O
former 	 O
vice 	 O
president 	 O
Sudharmono 	 PER
has 	 O
died 	 O
at 	 O
the 	 O
age 	 O
of 	 O
78 	 O
. 	 O
Officials 	 O
say 	 O
Sudharmono 	 PER
died 	 O
Wednesday 	 O
in 	 O
a 	 O
Jakarta 	 CIT
hospital 	 O
. 	 O
He 	 O
had 	 O
served 	 O
as 	 O
former 	 O
president 	 O
Suharto 	 PER
's 	 O
fourth 	 O
vice 	 O
president 	 O
, 	 O
from 	 O
1988 	 O
to 	 O
1993 	 O
. 	 O
Sudharmono 	 PER
was 	 O
a 	 O
retired 	 O
army 	 O
lieutenant 	 O
general 	 O
and 	 O
later 	 O
a 	 O
chairman 	 O
of 	 O
the 	 O
powerful 	 O
Golkar 	 ORG
party 	 O
who 	 O
aided 	 O
in 	 O
intelligence 	 O
operations 	 O
to 	 O
help 	 O
Suharto 	 PER
stamp 	 O
out 	 O
the 	 O
communist 	 O
party 	 O
. 	 O
Sudharmono 	 PER
is 	 O
survived 	 O
by 	 O
his 	 O
wife 	 O
and 	 O
three 	 O
children 	 O
. 	 O

Amnesty 	 ORG
International 	 ORG
is 	 O
calling 	 O
on 	 O
the 	 O
U.N. 	 ORG
Security 	 ORG
Council 	 ORG
to 	 O
impose 	 O
an 	 O
immediate 	 O
arms 	 O
embargo 	 O
on 	 O
Burma 	 COU
for 	 O
its 	 O
violent 	 O
crackdown 	 O
on 	 O
peaceful 	 O
pro- 	 O
democracy 	 O
demonstrators 	 O
. 	 O
The 	 O
London-based 	 O
human 	 ORG
rights 	 ORG
group 	 ORG
says 	 O
a 	 O
comprehensive 	 O
and 	 O
mandatory 	 O
embargo 	 O
should 	 O
remain 	 O
in 	 O
place 	 O
until 	 O
Burma 	 COU
's 	 O
military 	 O
rulers 	 O
verifiably 	 O
improve 	 O
human 	 O
rights 	 O
, 	 O
including 	 O
the 	 O
release 	 O
of 	 O
all 	 O
political 	 O
prisoners 	 O
. 	 O
Amnesty 	 ORG
International 	 ORG
's 	 O
deputy 	 O
program 	 O
director 	 O
for 	 O
the 	 O
Asia/Pacific 	 NAT
region 	 NAT
, 	 O
Catherine 	 PER
Baber 	 PER
, 	 O
spoke 	 O
to 	 O
VOA 	 ORG
's 	 O
Mandy 	 PER
Clark 	 PER
about 	 O
the 	 O
treatment 	 O
of 	 O
protesters 	 O
in 	 O
Burma 	 COU
. 	 O

The 	 ORG
Afghan 	 ORG
intelligence 	 ORG
agency 	 ORG
says 	 O
officials 	 O
have 	 O
arrested 	 O
17 	 O
would-be 	 O
suicide 	 O
bombers 	 O
who 	 O
allegedly 	 O
trained 	 O
in 	 O
Pakistan 	 COU
. 	 O
A 	 O
spokesman 	 O
for 	 O
the 	 O
intelligence 	 ORG
agency 	 ORG
says 	 O
security 	 O
agents 	 O
detained 	 O
the 	 O
suspects 	 O
before 	 O
they 	 O
had 	 O
a 	 O
chance 	 O
to 	 O
strike 	 O
targets 	 O
in 	 O
Afghanistan 	 COU
. 	 O
He 	 O
says 	 O
the 	 O
detainees 	 O
told 	 O
authorities 	 O
they 	 O
had 	 O
attended 	 O
militant 	 O
training 	 O
camps 	 O
in 	 O
neighboring 	 O
Pakistan 	 COU
. 	 O
The 	 O
Afghan 	 O
spokesman 	 O
says 	 O
militants 	 O
in 	 O
Pakistan 	 COU
encourage 	 O
fighters 	 O
to 	 O
carry 	 O
out 	 O
suicide 	 O
attacks 	 O
by 	 O
telling 	 O
them 	 O
Islam 	 ORG
is 	 O
in 	 O
danger 	 O
in 	 O
Afghanistan 	 COU
. 	 O
Pakistani 	 O
and 	 O
Afghan 	 O
authorities 	 O
have 	 O
accused 	 O
each 	 O
other 	 O
of 	 O
not 	 O
doing 	 O
enough 	 O
to 	 O
combat 	 O
the 	 O
Taleban-led 	 O
insurgency 	 O
in 	 O
Afghanistan 	 COU
. 	 O

The 	 O
news 	 O
that 	 O
the 	 O
17-year-old 	 O
unmarried 	 O
daughter 	 O
of 	 O
Republican 	 O
vice- 	 O
presidential 	 O
nominee 	 O
Sarah 	 PER
Palin 	 PER
is 	 O
pregnant 	 O
has 	 O
brought 	 O
the 	 O
issues 	 O
of 	 O
teen 	 O
sex 	 O
and 	 O
sex 	 O
education 	 O
into 	 O
the 	 O
media 	 O
spotlight 	 O
. 	 O
For 	 O
the 	 O
first 	 O
time 	 O
in 	 O
15 	 O
years 	 O
, 	 O
the 	 O
teen 	 O
birth 	 O
rate 	 O
in 	 O
America 	 COU
is 	 O
on 	 O
the 	 O
rise 	 O
. 	 O
As 	 O
Brian 	 PER
Padden 	 PER
reports 	 O
, 	 O
the 	 O
issues 	 O
of 	 O
sexual 	 O
activity 	 O
by 	 O
teens 	 O
and 	 O
how 	 O
information 	 O
about 	 O
sex 	 O
is 	 O
conveyed 	 O
to 	 O
them 	 O
in 	 O
school 	 O
are 	 O
highly 	 O
controversial 	 O
. 	 O

The 	 O
family 	 O
of 	 O
former 	 O
French 	 COU
prime 	 O
minister 	 O
and 	 O
prominent 	 O
economist 	 O
Raymond 	 PER
Barre 	 PER
says 	 O
he 	 O
has 	 O
died 	 O
at 	 O
the 	 O
age 	 O
of 	 O
83 	 O
. 	 O
Relatives 	 O
said 	 O
Barre 	 PER
died 	 O
Saturday 	 O
at 	 O
the 	 O
Val-de-Grace 	 ORG
hospital 	 O
in 	 O
Paris 	 CIT
, 	 O
where 	 O
he 	 O
had 	 O
been 	 O
hospitalized 	 O
since 	 O
April 	 O
with 	 O
heart 	 O
problems 	 O
. 	 O
Mr. 	 O
Barre 	 PER
served 	 O
in 	 O
the 	 O
Industry 	 ORG
Ministry 	 ORG
from 	 O
1959 	 O
through 	 O
1962 	 O
during 	 O
President 	 O
Charles 	 PER
de 	 PER
Gaule 	 PER
's 	 O
administration 	 O
. 	 O
He 	 O
was 	 O
prime 	 O
minister 	 O
of 	 O
France 	 COU
from 	 O
1976 	 O
through 	 O
1981 	 O
, 	 O
and 	 O
also 	 O
held 	 O
the 	 O
posts 	 O
of 	 O
vice 	 O
president 	 O
of 	 O
the 	 O
European 	 ORG
Union 	 ORG
, 	 O
French 	 COU
economics 	 O
minister 	 O
and 	 O
mayor 	 O
of 	 O
Lyon 	 CIT
. 	 O
He 	 O
retired 	 O
from 	 O
politics 	 O
in 	 O
2002 	 O
. 	 O

Pakistani 	 O
police 	 O
say 	 O
a 	 O
suicide 	 O
bomber 	 O
crashed 	 O
an 	 O
explosives-laden 	 O
car 	 O
into 	 O
a 	 O
police 	 O
checkpoint 	 O
killing 	 O
at 	 O
least 	 O
three 	 O
officers 	 O
and 	 O
wounding 	 O
17 	 O
others 	 O
. 	 O
Officials 	 O
say 	 O
Monday 	 O
's 	 O
early 	 O
morning 	 O
attack 	 O
occurred 	 O
in 	 O
northwest 	 O
Pakistan 	 COU
, 	 O
near 	 O
the 	 O
North 	 COU
Waziristan 	 COU
tribal 	 O
region 	 O
bordering 	 O
Afghanistan 	 COU
. 	 O
No 	 O
one 	 O
has 	 O
claimed 	 O
responsibility 	 O
for 	 O
the 	 O
incident 	 O
. 	 O
Many 	 O
Taliban 	 ORG
and 	 O
al-Qaida 	 ORG
militants 	 O
fled 	 O
to 	 O
Pakistan 	 COU
from 	 O
neighboring 	 O
Afghanistan 	 COU
after 	 O
the 	 O
U.S.-led 	 O
invasion 	 O
in 	 O
Afghanistan 	 COU
toppled 	 O
the 	 O
Taliban 	 ORG
in 	 O
late 	 O
2001 	 O
. 	 O
Insurgents 	 O
have 	 O
a 	 O
strong 	 O
presence 	 O
in 	 O
Pakistan 	 COU
's 	 O
volatile 	 O
tribal 	 O
areas 	 O
. 	 O
Recent 	 O
civil 	 O
wars 	 O
in 	 O
the 	 O
West 	 O
African 	 O
nations 	 O
of 	 O
Liberia 	 COU
, 	 O
Sierra 	 COU
Leone 	 COU
and 	 O
Ivory 	 COU
Coast 	 COU
destabilized 	 O
neighboring 	 O
southeast 	 O
Guinea 	 COU
with 	 O
a 	 O
flood 	 O
of 	 O
refugees 	 O
and 	 O
increased 	 O
poverty 	 O
. 	 O
Health 	 O
workers 	 O
say 	 O
the 	 O
movement 	 O
of 	 O
displaced 	 O
people 	 O
and 	 O
an 	 O
increase 	 O
in 	 O
sexual 	 O
assaults 	 O
have 	 O
caused 	 O
the 	 O
region 	 O
to 	 O
have 	 O
the 	 O
highest 	 O
HIV/ 	 O
AIDS 	 O
rate 	 O
in 	 O
the 	 O
country 	 O
. 	 O
As 	 O
people 	 O
die 	 O
from 	 O
the 	 O
virus 	 O
, 	 O
many 	 O
leave 	 O
behind 	 O
children 	 O
to 	 O
face 	 O
life 	 O
as 	 O
AIDS 	 O
orphans 	 O
. 	 O
Kari 	 PER
Barber 	 PER
has 	 O
more 	 O
from 	 O
the 	 O
town 	 O
of 	 O
N 	 CIT
'Zerekore 	 CIT
in 	 O
Guinea 	 COU
. 	 O
The 	 O
Discovery 	 ENT
Channel 	 ENT
and 	 O
NASA 	 ORG
have 	 O
restored 	 O
50 	 O
years 	 O
of 	 O
history 	 O
for 	 O
the 	 O
U.S. 	 O
space 	 O
agency 	 O
's 	 O
archives 	 O
. 	 O
Discovery 	 ENT
has 	 O
used 	 O
the 	 O
material 	 O
to 	 O
produce 	 O
a 	 O
documentary 	 O
series 	 O
called 	 O
, 	 O
When 	 O
We 	 O
Left 	 O
Earth 	 O
: 	 O
The 	 O
NASA 	 ORG
Missions 	 O
. 	 O
It 	 O
will 	 O
be 	 O
broadcast 	 O
internationally 	 O
next 	 O
month 	 O
. 	 O
This 	 O
week 	 O
in 	 O
Washington 	 CIT
, 	 O
former 	 O
senator 	 O
and 	 O
astronaut 	 O
John 	 PER
Glenn 	 PER
joined 	 O
members 	 O
of 	 O
the 	 O
U.S. 	 ORG
Congress 	 ORG
, 	 O
officials 	 O
from 	 O
NASA 	 ORG
and 	 O
others 	 O
for 	 O
a 	 O
sneak 	 O
preview 	 O
. 	 O
VOA 	 ORG
's 	 O
Paul 	 PER
Sisco 	 PER
reports 	 O
. 	 O

Indian 	 COU
police 	 O
say 	 O
they 	 O
have 	 O
arrested 	 O
a 	 O
key 	 O
suspect 	 O
in 	 O
the 	 O
July 	 O
train 	 O
bombings 	 O
that 	 O
killed 	 O
nearly 	 O
200 	 O
people 	 O
and 	 O
wounded 	 O
more 	 O
than 	 O
800 	 O
others 	 O
in 	 O
Mumbai 	 CIT
, 	 O
formerly 	 O
known 	 O
as 	 O
Bombay 	 CIT
. 	 O
Police 	 O
say 	 O
they 	 O
arrested 	 O
Asif 	 PER
Khan 	 PER
, 	 O
who 	 O
used 	 O
the 	 O
alias 	 O
Junaid 	 PER
, 	 O
in 	 O
the 	 O
Indian 	 COU
city 	 O
of 	 O
Belgaum 	 CIT
in 	 O
Karnataka 	 COU
state 	 O
Tuesday 	 O
. 	 O
They 	 O
say 	 O
he 	 O
is 	 O
one 	 O
of 	 O
the 	 O
organizers 	 O
of 	 O
the 	 O
attack 	 O
. 	 O
He 	 O
is 	 O
the 	 O
16th 	 O
person 	 O
to 	 O
be 	 O
arrested 	 O
in 	 O
connection 	 O
with 	 O
the 	 O
Mumbai 	 CIT
blasts 	 O
, 	 O
and 	 O
was 	 O
scheduled 	 O
to 	 O
appear 	 O
in 	 O
court 	 O
Wednesday 	 O
. 	 O

In 	 O
many 	 O
rural 	 O
areas 	 O
of 	 O
North 	 NAT
America 	 NAT
, 	 O
cowboy 	 O
churches 	 O
are 	 O
attracting 	 O
people 	 O
that 	 O
might 	 O
shy 	 O
away 	 O
from 	 O
traditional 	 ORG
Christian 	 ORG
churches 	 ORG
. 	 O
These 	 O
religious 	 O
gatherings 	 O
are 	 O
generally 	 O
held 	 O
during 	 O
the 	 O
week 	 O
and 	 O
feature 	 O
a 	 O
very 	 O
casual 	 O
style 	 O
. 	 O
For 	 O
producer 	 O
Yi 	 PER
Suli 	 PER
, 	 O
Elaine 	 PER
Lu 	 PER
has 	 O
more 	 O
on 	 O
one 	 O
cowboy 	 O
church 	 O
in 	 O
North 	 COU
Carolina 	 COU
. 	 O

Colombian 	 O
police 	 O
say 	 O
suspected 	 O
leftist 	 O
rebels 	 O
have 	 O
executed 	 O
at 	 O
least 	 O
seven 	 O
farm 	 O
workers 	 O
involved 	 O
in 	 O
coca 	 O
harvesting 	 O
in 	 O
the 	 O
southwest 	 O
of 	 O
the 	 O
country 	 O
. 	 O
Authorities 	 O
say 	 O
the 	 O
attack 	 O
was 	 O
carried 	 O
out 	 O
Wednesday 	 O
in 	 O
the 	 O
province 	 O
of 	 O
Narino 	 COU
by 	 O
gunmen 	 O
from 	 O
Revolutionary 	 ORG
Armed 	 ORG
Forces 	 ORG
of 	 ORG
Colombia 	 ORG
, 	 O
or 	 O
FARC 	 ORG
. 	 O
They 	 O
say 	 O
the 	 O
rebel 	 O
group 	 O
killed 	 O
the 	 O
farm 	 O
workers 	 O
as 	 O
part 	 O
of 	 O
its 	 O
battle 	 O
for 	 O
ownership 	 O
of 	 O
lucrative 	 O
coca 	 O
fields 	 O
used 	 O
in 	 O
the 	 O
production 	 O
of 	 O
cocaine 	 O
. 	 O
FARC 	 O
militants 	 O
have 	 O
been 	 O
fighting 	 O
a 	 O
long-running 	 O
conflict 	 O
with 	 O
far-right 	 O
paramilitaries 	 O
in 	 O
the 	 O
region 	 O
, 	 O
with 	 O
each 	 O
side 	 O
trying 	 O
to 	 O
control 	 O
drug 	 O
smuggling 	 O
routes 	 O
to 	 O
Central 	 O
America 	 O
. 	 O

Shops 	 O
and 	 O
schools 	 O
are 	 O
closed 	 O
in 	 O
the 	 O
main 	 O
city 	 O
of 	 O
Indian 	 O
Kashmir 	 CIT
in 	 O
protest 	 O
of 	 O
Israel 	 COU
's 	 O
continuing 	 O
air 	 O
strikes 	 O
on 	 O
southern 	 O
Lebanon 	 COU
. 	 O
The 	 O
one-day 	 O
strike 	 O
Saturday 	 O
in 	 O
Kashmir 	 CIT
's 	 O
summer 	 O
capital 	 O
of 	 O
Srinagar 	 CIT
was 	 O
called 	 O
by 	 O
Syed 	 PER
Ali 	 PER
Geelani 	 PER
. 	 O
He 	 O
heads 	 O
the 	 O
hard-line 	 O
wing 	 O
of 	 O
the 	 O
separatist 	 O
alliance 	 O
, 	 O
the 	 O
All 	 ORG
Parties 	 ORG
Hurriyat 	 ORG
Conference 	 ORG
. 	 O
Angry 	 O
protests 	 O
were 	 O
held 	 O
in 	 O
several 	 O
parts 	 O
of 	 O
India 	 COU
Friday 	 O
against 	 O
Israel 	 COU
's 	 O
military 	 O
action 	 O
. 	 O
Protests 	 O
erupted 	 O
soon 	 O
after 	 O
Muslim 	 O
prayers 	 O
Friday 	 O
afternoon 	 O
in 	 O
Kashmir 	 CIT
. 	 O
Kashmir 	 CIT
is 	 O
divided 	 O
between 	 O
India 	 COU
and 	 O
Pakistan 	 COU
and 	 O
is 	 O
claimed 	 O
in 	 O
full 	 O
by 	 O
both 	 O

First 	 O
inhabited 	 O
by 	 O
Arawak 	 O
and 	 O
later 	 O
by 	 O
Carib 	 O
Indians 	 O
, 	 O
the 	 O
Virgin 	 COU
Islands 	 COU
were 	 O
settled 	 O
by 	 O
the 	 O
Dutch 	 O
in 	 O
1648 	 O
and 	 O
then 	 O
annexed 	 O
by 	 O
the 	 O
English 	 O
in 	 O
1672 	 O
. 	 O
The 	 O
islands 	 O
were 	 O
part 	 O
of 	 O
the 	 O
British 	 O
colony 	 O
of 	 O
the 	 O
Leeward 	 NAT
Islands 	 NAT
from 	 O
1872-1960 	 O
; 	 O
they 	 O
were 	 O
granted 	 O
autonomy 	 O
in 	 O
1967 	 O
. 	 O
The 	 O
economy 	 O
is 	 O
closely 	 O
tied 	 O
to 	 O
the 	 O
larger 	 O
and 	 O
more 	 O
populous 	 O
US 	 COU
Virgin 	 COU
Islands 	 COU
to 	 O
the 	 O
west 	 O
; 	 O
the 	 O
US 	 COU
dollar 	 O
is 	 O
the 	 O
legal 	 O
currency 	 O
. 	 O

Australia 	 COU
is 	 O
scheduled 	 O
to 	 O
host 	 O
the 	 O
sixth 	 O
annual 	 O
Homeless 	 ORG
World 	 ORG
Cup 	 ORG
later 	 O
this 	 O
year 	 O
. 	 O
The 	 O
event 	 O
brings 	 O
together 	 O
hundreds 	 O
of 	 O
homeless 	 O
players 	 O
from 	 O
48 	 O
countries 	 O
to 	 O
compete 	 O
. 	 O
VOA 	 ENT
's 	 O
Sean 	 PER
Maroney 	 PER
has 	 O
more 	 O
on 	 O
the 	 O
recent 	 O
Homeless 	 O
USA 	 COU
Cup 	 O
in 	 O
Washington 	 CIT
. 	 O

A 	 O
moderate 	 O
earthquake 	 O
struck 	 O
central 	 O
Mexico 	 COU
Friday 	 O
, 	 O
forcing 	 O
residents 	 O
and 	 O
office 	 O
workers 	 O
to 	 O
evacuate 	 O
buildings 	 O
in 	 O
Mexico 	 CIT
City 	 CIT
. 	 O
Officials 	 O
say 	 O
no 	 O
major 	 O
injuries 	 O
or 	 O
damages 	 O
were 	 O
immediately 	 O
reported 	 O
. 	 O
The 	 O
U.S. 	 ORG
Geological 	 ORG
Survey 	 ORG
estimates 	 O
the 	 O
earthquake 	 O
's 	 O
magnitude 	 O
at 	 O
6.0. 	 O
An 	 O
aftershock 	 O
that 	 O
measured 	 O
5.5 	 O
hit 	 O
a 	 O
few 	 O
hours 	 O
later 	 O
. 	 O
The 	 O
center 	 O
says 	 O
the 	 O
earthquake 	 O
, 	 O
which 	 O
hit 	 O
Friday 	 O
morning 	 O
local 	 O
time 	 O
, 	 O
was 	 O
centered 	 O
in 	 O
the 	 O
southwestern 	 O
state 	 O
of 	 O
Michoacan 	 COU
, 	 O
about 	 O
200 	 O
kilometers 	 O
southwest 	 O
of 	 O
Mexico 	 CIT
City 	 CIT
. 	 O
In 	 O
1985 	 O
, 	 O
a 	 O
7.8 	 O
magnitude 	 O
earthquake 	 O
in 	 O
Mexico 	 CIT
City 	 CIT
killed 	 O
more 	 O
than 	 O
10,000 	 O
people 	 O
. 	 O

Venezuelan 	 COU
prosecutors 	 O
want 	 O
Colombia 	 COU
to 	 O
extradite 	 O
businessman 	 O
Pedro 	 PER
Carmona 	 PER
, 	 O
who 	 O
assumed 	 O
power 	 O
in 	 O
Venezuela 	 COU
during 	 O
a 	 O
brief 	 O
coup 	 O
against 	 O
President 	 O
Hugo 	 PER
Chavez 	 PER
in 	 O
2002 	 O
. 	 O
Prosecutors 	 O
provided 	 O
evidence 	 O
Monday 	 O
detailing 	 O
their 	 O
accusations 	 O
against 	 O
Carmona 	 PER
. 	 O
They 	 O
have 	 O
requested 	 O
that 	 O
he 	 O
be 	 O
charged 	 O
with 	 O
civilian 	 O
rebellion 	 O
. 	 O
Venezuelan 	 COU
military 	 ORG
officers 	 O
arrested 	 O
President 	 O
Chavez 	 PER
in 	 O
April 	 O
2002 	 O
and 	 O
announced 	 O
his 	 O
resignation 	 O
after 	 O
at 	 O
least 	 O
17 	 O
unarmed 	 O
protesters 	 O
were 	 O
shot 	 O
and 	 O
killed 	 O
during 	 O
an 	 O
anti-government 	 O
rally 	 O
. 	 O
Coup 	 O
leaders 	 O
installed 	 O
Carmona 	 PER
as 	 O
interim 	 O
leader 	 O
. 	 O
He 	 O
was 	 O
forced 	 O
out 	 O
two 	 O
days 	 O
later 	 O
when 	 O
military 	 ORG
leaders 	 O
withdrew 	 O
their 	 O
support 	 O
and 	 O
returned 	 O
President 	 O
Chavez 	 PER
to 	 O
office 	 O
. 	 O

Iraqi 	 COU
medical 	 O
officials 	 O
say 	 O
seven 	 O
people 	 O
have 	 O
been 	 O
killed 	 O
in 	 O
fresh 	 O
clashes 	 O
between 	 O
Shi'ite 	 O
fighters 	 O
and 	 O
U.S. 	 COU
forces 	 O
in 	 O
Baghdad 	 CIT
's 	 O
Shi'ite 	 O
stronghold 	 O
of 	 O
Sadr 	 CIT
City 	 CIT
. 	 O
At 	 O
least 	 O
20 	 O
other 	 O
people 	 O
were 	 O
wounded 	 O
in 	 O
Thursday 	 O
's 	 O
fighting 	 O
. 	 O
U.S. 	 COU
and 	 O
Iraqi 	 COU
forces 	 O
have 	 O
fought 	 O
fierce 	 O
battles 	 O
in 	 O
Sadr 	 CIT
City 	 CIT
against 	 O
Shi'ite 	 O
militiamen 	 O
loyal 	 O
to 	 O
radical 	 O
cleric 	 O
Moqtada 	 PER
al-Sadr 	 PER
for 	 O
the 	 O
past 	 O
month 	 O
. 	 O

Somali 	 COU
elders 	 O
in 	 O
the 	 O
north 	 O
of 	 O
the 	 O
country 	 O
say 	 O
pirates 	 O
have 	 O
released 	 O
two 	 O
German 	 COU
hostages 	 O
who 	 O
were 	 O
kidnapped 	 O
more 	 O
than 	 O
six 	 O
weeks 	 O
ago 	 O
. 	 O
The 	 O
Germans 	 COU
were 	 O
freed 	 O
Friday 	 O
. 	 O
Elders 	 O
say 	 O
a 	 O
ransom 	 O
was 	 O
paid 	 O
for 	 O
the 	 O
two 	 O
. 	 O
They 	 O
are 	 O
now 	 O
in 	 O
the 	 O
Somalia 	 COU
's 	 O
main 	 O
port 	 O
city 	 O
Bossaso 	 CIT
and 	 O
are 	 O
expected 	 O
to 	 O
be 	 O
flown 	 O
out 	 O
of 	 O
the 	 O
country 	 O
soon 	 O
. 	 O
They 	 O
were 	 O
abducted 	 O
from 	 O
their 	 O
yacht 	 O
off 	 O
the 	 O
coast 	 O
of 	 O
Yemen 	 COU
when 	 O
they 	 O
were 	 O
traveling 	 O
to 	 O
Thailand 	 COU
. 	 O
Piracy 	 O
is 	 O
rife 	 O
along 	 O
Somalia 	 COU
's 	 O
coast 	 O
and 	 O
has 	 O
increased 	 O
over 	 O
the 	 O
last 	 O
year 	 O
